listing_name,category,subcategory,town_area,county,state,source_name,source_type,source_url,listing_url,website,phone,email,address,description,extraction_method,source_status,verification_note,date_checked
Silvershoe,La Veta Shopping,,La Veta,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/silvershoe,https://www.spanishpeakscountry.com/,,,"213 S Main La Veta, CO",The sweetest little Jewelry Boutique nestled in the small town of La Veta. Warm woods cradle hand...,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Skinny's Diner and Bar,La Veta Dining,,La Veta,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/skinnys-diner-and-bar,https://www.skinnysdinerandbar.com/,,,"124 North Main Street, La Veta, CO, USA",,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
SPACe Gallery,La Veta Shopping Galleries,,La Veta,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/space-gallery,https://spanishpeaksarts.org/,,,"132 W Ryus Ave, La Veta, CO 81055",The Spanish Peaks Arts Council (SPACe) promotes and encourages educational events in the arts in ...,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
The Timbers Steak and Spirits,Cuchara Dining,,La Veta,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/the-timbers-steak-and-spirits,https://www.facebook.com/share/1AyigQNiJw/,71998801897199880189,iowethebar@gmail.com,"59 City Ave, La Veta, CO 81055, USA","Restaurant and bar in downtown Cuchara. Breakfast, lunch, and dinner.",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Two Fox Cabins & RVs,La Veta Lodging,,La Veta,Huerfano,CO,Spanish Peaks Country - Lodging,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/lodging,https://spanishpeakscountry.com/business-directory/listing/two-fox-cabins-rvs,https://www.twofoxcabins.com/,,,"404 Oak Street, La Veta, Colorado, USA","Affordable 2,3 and 4 bedroom rental cabins that are cozy like home. Imagine the lazy mornings bas...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Two Peaks Fitness,Chamber member directory; Gyms,,La Veta,Huerfano,CO,Huerfano County Chamber - Member Directory; Spanish Peaks Country - Play,Chamber business directory; Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/play/; https://www.chamber.huerfano.org/membership-directory,https://spanishpeakscountry.com/business-directory/listing/two-peaks-fitness; https://www.chamber.huerfano.org/two-peaks-fitness,https://twopeaksfitness.org/,,,"216 S Main La Veta, CO","a non-profit and 501(c)(3) tax-exempt organization, is centrally located in the Cuchara Valley ...",chamber directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Van Lue's Property Management & Cabins,Cuchara Lodging,,La Veta,Huerfano,CO,Spanish Peaks Country - Lodging,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/lodging,https://spanishpeakscountry.com/business-directory/listing/van-lues-property-management-cabins,https://www.spanishpeakscountry.com/,,,15880 Hwy 12 Cuchara CO,"Cynamin was born and raised in Kansas. She grew up with family, summering in the La Veta/Cuchara,...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
A&W,Walsenburg Dining,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Dining,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/dining,https://spanishpeakscountry.com/business-directory/listing/aw,https://awrestaurants.com/locations/colorado/walsenburg/455-us-highway-85,,,"455 US-85, Walsenburg, CO 81089","Looking for some hometown goodness? Take a look at what’s going on at your local A&W, s...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Anchor Motel,Walsenburg Lodging,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Lodging,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/lodging,https://spanishpeakscountry.com/business-directory/listing/anchor-motel,https://anchormotelandcottages.com/,719-738-2800719-738-2800,,"1001 Main St, Walsenburg, CO 81089",,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Antique Avenue,Walsenburg Shopping,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/antique-avenue,https://www.spanishpeakscountry.com/,,,"609 Main St, Walsenburg, CO 81089, USA",Take a walk down Memory Lane at Antique Avenue. Shop four stores full of unique to antique items.,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Armidas,Walsenburg Shopping,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/armidas,https://www.spanishpeakscountry.com/,,,"526 Main Walsenburg, CO",Armida’s is the oldest clothing business in Walsenburg. Be sure to stop in and mention you ...,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
Arts & Antiques,Walsenburg Shopping,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/arts-antiques,https://www.spanishpeakscountry.com/,,,"114 E 5th Walsenburg, CO",providing a small art and antique store to the Spanish Peaks area.,structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
ATV/UTVing,Vacation directory listings and attractions,,Walsenburg,Huerfano,CO,Colorado Vacation Directory - Cuchara Valley Area; Colorado Vacation Directory - Walsenburg,Third-party vacation directory,https://www.coloradodirectory.com/cucharaarea/; https://www.coloradodirectory.com/walsenburg/,https://www.coloradodirectory.com/atv/,,,,,,third-party vacation directory link,Source-linked lead,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
The Bear Spot,Walsenburg Shopping,,Walsenburg,Huerfano,CO,Spanish Peaks Country - Shopping,Official tourism business directory,https://spanishpeakscountry.com/business-directory/categories/shopping,https://spanishpeakscountry.com/business-directory/listing/the-bear-spot,https://thebearspot.com/,,,"1100 W 7th St, Walsenburg, CO 81089","We are a small refined family business. We can carve nearly anything, or make any furniture, neve...",structured Sabai directory card,Official source checked,"Listing merged across public travel/vacation guide sources. Verify current details with the source or listing owner before outreach, publication, printing, or promising placement.",2026-06-30
